,version,id,key,name,HardCCs,Top,Jungle,Mid,ADC,Support,title,blurb,Tag1,Tag2,partype,info.attack,info.defense,info.magic,info.difficulty,image.full,image.sprite,image.group,image.x,image.y,image.w,image.h,stats.hp,stats.hpperlevel,stats.mp,stats.mpperlevel,stats.movespeed,stats.armor,stats.armorperlevel,stats.spellblock,stats.spellblockperlevel,stats.attackrange,stats.hpregen,stats.hpregenperlevel,stats.mpregen,stats.mpregenperlevel,stats.crit,stats.critperlevel,stats.attackdamage,stats.attackdamageperlevel,stats.attackspeedperlevel,stats.attackspeed,Runes0,Items0,Spells0,Runes1,Items1,Spells1,Runes2,Items2,Spells2,win_rate,pick_rate,ban_rate,pick_ban_rate,average_KDA,duration0-20_total,duration0-20_wins,duration0-20_winrate,duration20-25_total,duration20-25_wins,duration20-25_winrate,duration25-30_total,duration25-30_wins,duration25-30_winrate,duration30-35_total,duration30-35_wins,duration30-35_winrate,duration35+_total,duration35+_wins,duration35+_winrate,Allies0_winrate,Allies0_samples,Allies1_winrate,Allies1_samples,Allies2_winrate,Allies2_samples,Counters0_winrate,Counters0_samples,Counters1_winrate,Counters1_samples,Counters2_winrate,Counters2_samples,Allies0,Allies1,Allies2,Counters0,Counters1,Counters2
86,9.22.1,Poppy,78,Poppy,TRUE,TRUE,TRUE,,,TRUE,Keeper of the Hammer,"Runeterra has no shortage of valiant champions, but few are as tenacious as Poppy. Bearing the legendary hammer of Orlon, a weapon twice her size, this determined yordle has spent untold years searching in secret for the fabled “Hero of Demacia,” said...",Tank',Fighter',Mana,6,7,2,6,Poppy.png,champion2.png,champion,288,96,48,48,540,90,280,40,345,38,3.5,32,1.25,125,8,0.8,7,0.7,0,0,64,4,2.5,0.625,GraspOfTheUndying,3047,SummonerFlash,Overgrowth,3068,SummonerTeleport,BonePlating,3111,SummonerSmite,0.443902439,0.023748842,0.007136237,0.030885079,1.792268786,118,58,0.491525424,250,123,0.492,288,130,0.451388889,211,83,0.393364929,158,61,0.386075949,0.785714286,34,0.707317073,34,0.692307692,34,0.125,28,0.2,28,0.222222222,28,Sivir,Blitzcrank,MonkeyKing,Annie,TwistedFate,Sivir
87,9.22.1,Pyke,555,Pyke,TRUE,,,,,TRUE,the Bloodharbor Ripper,"A renowned harpooner from the slaughter docks of Bilgewater, Pyke should have met his death in the belly of a gigantic jaull-fish… and yet, he returned. Now, stalking the dank alleys and backways of his former hometown, he uses his new supernatural...",Support',Assassin',Mana,9,3,1,7,Pyke.png,champion2.png,champion,336,96,48,48,600,90,415,50,330,45,5,32,1.5,150,7,0.5,8,1,0,0,62,2,2.5,0.667,Aftershock,3117,SummonerFlash,BonePlating,3147,SummonerDot,Demolish,3142,SummonerExhaust,0.483492296,0.0947405,0.247868397,0.342608897,2.000437324,458,228,0.497816594,978,463,0.473415133,1221,568,0.465192465,910,455,0.5,522,263,0.503831418,0.9,22,0.782608696,22,0.681818182,22,0.285714286,109,0.318181818,109,0.353982301,109,Taric,KogMaw,Zyra,Taliyah,Azir,Zac
88,9.22.1,Qiyana,246,Qiyana,TRUE,,TRUE,TRUE,,,Empress of the Elements,"In the jungle city of Ixaocan, Qiyana plots her own ruthless path to the high seat of the Yun Tal. Last in line to succeed her parents, she faces those who stand in her way with brash confidence and unprecedented mastery over elemental magic. With the...",Assassin',Fighter',Mana,0,2,4,8,Qiyana.png,champion2.png,champion,384,96,48,48,590,90,320,50,335,28,3.5,32.1,1.25,150,8.5,0.65,8,0.7,0,0,64,3.1,2.1,0.625,Electrocute,3147,SummonerFlash,SuddenImpact,3117,SummonerDot,EyeballCollection,3142,SummonerSmite,0.450181159,0.10231696,0.138531047,0.240848007,2.108313964,540,252,0.466666667,1077,452,0.419684308,1303,574,0.440521873,927,436,0.470334412,569,274,0.481546573,0.647058824,155,0.612903226,155,0.547945205,155,0.265306122,139,0.277777778,139,0.302631579,139,Ziggs,Pantheon,Illaoi,Taric,Udyr,Fiddlesticks
89,9.22.1,Quinn,133,Quinn,FALSE,TRUE,,TRUE,,,Demacia's Wings,"Quinn is an elite ranger-knight of Demacia, who undertakes dangerous missions deep in enemy territory. She and her legendary eagle, Valor, share an unbreakable bond, and their foes are often slain before they realize they are fighting not one, but two...",Marksman',Assassin',Mana,9,4,2,5,Quinn.png,champion2.png,champion,432,96,48,48,532.8,85,268.8,35,335,28,3.5,30,0.5,525,5.5,0.55,6.972,0.4,0,0,59,2.4,3.1,0.668,CoupDeGrace,3006,SummonerFlash,Triumph,3031,SummonerDot,LegendAlacrity,1055,SummonerTeleport,0.505303761,0.024026877,0.008595922,0.032622799,2.017162302,107,51,0.476635514,236,116,0.491525424,276,149,0.539855072,263,126,0.479087452,155,82,0.529032258,0.785714286,33,0.772727273,33,0.714285714,33,0.142857143,36,0.272727273,36,0.277777778,36,Irelia,JarvanIV,Warwick,Rammus,Kindred,Ornn
90,9.22.1,Rakan,497,Rakan,TRUE,,,,,TRUE,The Charmer,"As mercurial as he is charming, Rakan is an infamous vastayan troublemaker and the greatest battle-dancer in Lhotlan tribal history. To the humans of the Ionian highlands, his name has long been synonymous with wild festivals, uncontrollable parties...",Support',,Mana,2,4,8,5,Rakan.png,champion3.png,champion,0,0,48,48,540,85,315,50,335,32,3.9,32.1,1.25,300,5,0.5,8.75,0.5,0,0,62,3.5,3,0.635,BonePlating,3117,SummonerFlash,Guardian,3050,SummonerDot,Revitalize,2055,SummonerExhaust,0.469578783,0.059406858,0.008271548,0.067678406,1.340088569,359,158,0.440111421,644,279,0.433229814,752,362,0.481382979,499,238,0.476953908,310,167,0.538709677,0.71559633,10,0.675,10,0.653846154,10,0.2,65,0.26984127,65,0.3125,65,Twitch,Singed,Varus,Kalista,Zac,AurelionSol
91,9.22.1,Rammus,33,Rammus,TRUE,,TRUE,,,,the Armordillo,"Idolized by many, dismissed by some, mystifying to all, the curious being Rammus is an enigma. Protected by a spiked shell, he inspires increasingly disparate theories on his origin wherever he goes—from demigod, to sacred oracle, to a mere beast...",Tank',Fighter',Mana,4,10,5,5,Rammus.png,champion3.png,champion,48,0,48,48,564.48,86,310.44,33,335,36,4.3,32.1,1.25,125,8,0.55,7.84,0.5,0,0,55.88,3.5,2.215,0.625,Aftershock,1401,SummonerSmite,Conditioning,3075,SummonerFlash,Triumph,3047,SummonerHaste,0.489071038,0.025440222,0.032275255,0.057715477,1.759004149,116,60,0.517241379,237,110,0.464135021,335,161,0.480597015,244,126,0.516393443,166,80,0.481927711,0.71875,32,0.7,32,0.696969697,32,0.24,29,0.25,29,0.263157895,29,Soraka,Viktor,Nasus,Mordekaiser,MonkeyKing,Lissandra
92,9.22.1,RekSai,421,Rek'Sai,TRUE,,TRUE,,,,the Void Burrower,"An apex predator, Rek'Sai is a merciless Void-spawn that tunnels beneath the ground to ambush and devour unsuspecting prey. Her insatiable hunger has laid waste to entire regions of the once-great empire of Shurima—merchants, traders, even armed...",Fighter',,Rage,8,5,2,3,RekSai.png,champion3.png,champion,96,0,48,48,570,85,100,0,335,36,3.75,32.1,1.25,175,7.5,0.65,0,0,0,0,64,3,2,0.667,Triumph,1400,SummonerSmite,HailOfBlades,3071,SummonerFlash,RelentlessHunter,3047,SummonerDot,0.479123888,0.033850788,0.012743281,0.046594069,2.253271263,202,107,0.52970297,388,201,0.518041237,441,208,0.471655329,265,108,0.40754717,165,76,0.460606061,0.7,40,0.7,40,0.666666667,40,0.210526316,36,0.25,36,0.277777778,36,AurelionSol,Bard,Gangplank,Gnar,Taric,Malzahar
93,9.22.1,Renekton,58,Renekton,TRUE,TRUE,,TRUE,,,the Butcher of the Sands,"Renekton is a terrifying, rage-fueled Ascended being from the scorched deserts of Shurima. Once, he was his empire's most esteemed warrior, leading the nation's armies to countless victories. However, after the empire's fall, Renekton was entombed...",Fighter',Tank',Fury,8,5,2,3,Renekton.png,champion3.png,champion,144,0,48,48,575,87,100,0,345,35,4,32.1,1.25,125,8,0.75,0,0,0,0,69,3.75,2.75,0.665,Triumph,3071,SummonerFlash,BonePlating,3161,SummonerTeleport,LegendAlacrity,3047,SummonerDot,0.484880358,0.088113994,0.100069509,0.188183503,1.987375118,483,258,0.534161491,930,453,0.487096774,1071,506,0.472455649,825,418,0.506666667,494,209,0.423076923,0.71875,115,0.636363636,115,0.607142857,115,0.166666667,93,0.266666667,93,0.340909091,93,Ziggs,Skarner,Rumble,Ivern,Skarner,Kindred
94,9.22.1,Rengar,107,Rengar,TRUE,TRUE,TRUE,,,,the Pridestalker,"Rengar is a ferocious vastayan trophy hunter who lives for the thrill of tracking down and killing dangerous creatures. He scours the world for the most fearsome beasts he can find, especially seeking any trace of Kha'Zix, the void creature who...",Assassin',Fighter',Ferocity,7,4,2,8,Rengar.png,champion3.png,champion,192,0,48,48,585,90,4,0,345,34,3,32.1,1.25,125,7,0.5,0,0,0,0,68,3,3,0.667,SuddenImpact,3147,SummonerFlash,Electrocute,3077,SummonerSmite,EyeballCollection,3142,SummonerTeleport,0.522288262,0.062372567,0.077479147,0.139851715,2.321453222,334,156,0.467065868,638,334,0.523510972,806,405,0.50248139,547,301,0.550274223,367,210,0.572207084,0.8,68,0.764705882,68,0.722222222,68,0.3,77,0.344827586,77,0.378378378,77,Ivern,Olaf,MonkeyKing,Trundle,Maokai,Karthus
95,9.22.1,Riven,92,Riven,TRUE,TRUE,,TRUE,,,the Exile,"Once a swordmaster in the warhosts of Noxus, Riven is an expatriate in a land she previously tried to conquer. She rose through the ranks on the strength of her conviction and brutal efficiency, and was rewarded with a legendary runic blade and a...",Fighter',Assassin',None,8,5,1,8,Riven.png,champion3.png,champion,240,0,48,48,558.48,86,0,0,340,33,3.2,32.1,1.25,125,7,0.5,0,0,0,0,64,3,3.5,0.625,Triumph,3812,SummonerFlash,Conqueror,3071,SummonerTeleport,CosmicInsight,3047,SummonerDot,0.490909091,0.077734013,0.0442076,0.121941613,2.063485998,425,204,0.48,822,397,0.48296837,1002,498,0.497005988,688,347,0.504360465,418,201,0.480861244,0.7,110,0.696969697,110,0.647058824,110,0.3125,90,0.34375,90,0.355263158,90,Gangplank,Taliyah,Azir,Lulu,Nasus,Bard
96,9.22.1,Rumble,68,Rumble,FALSE,TRUE,,TRUE,,,the Mechanized Menace,"Rumble is a young inventor with a temper. Using nothing more than his own two hands and a heap of scrap, the feisty yordle constructed a colossal mech suit outfitted with an arsenal of electrified harpoons and incendiary rockets. Though others may scoff...",Fighter',Mage',Heat,3,6,8,10,Rumble.png,champion3.png,champion,288,0,48,48,589,85,100,0,345,30.88,3.5,32.1,1.25,125,8,0.6,0,0,0,0,61.036,3.2,1.85,0.644,Scorch,3020,SummonerFlash,ArcaneComet,3151,SummonerTeleport,RavenousHunter,3157,SummonerDot,0.506164384,0.033827618,0.004610751,0.038438369,2.06113817,181,94,0.519337017,340,192,0.564705882,394,192,0.487309645,308,144,0.467532468,237,117,0.493670886,0.826086957,45,0.75,45,0.733333333,45,0.263157895,39,0.272727273,39,0.30952381,39,Sona,Tryndamere,Nidalee,Cassiopeia,Kindred,Orianna
97,9.22.1,Ryze,13,Ryze,TRUE,TRUE,,TRUE,,,the Rune Mage,"Widely considered one of the most adept sorcerers on Runeterra, Ryze is an ancient, hard-bitten archmage with an impossibly heavy burden to bear. Armed with immense arcane power and a boundless constitution, he tirelessly hunts for World Runes—fragments...",Mage',Fighter',Mana,2,2,10,7,Ryze.png,champion3.png,champion,336,0,48,48,570.48,98,300,50,340,21.552,3,34,0.5,550,8,0.8,8,0.8,0,0,55.04,3,2.112,0.625,PhaseRush,3040,SummonerFlash,ManaflowBand,3020,SummonerTeleport,Transcendence,3027,SummonerDot,0.477856098,0.174212234,0.100973123,0.275185357,1.938626025,928,431,0.464439655,1771,835,0.471485037,2247,1094,0.486871384,1595,765,0.479623824,978,468,0.478527607,0.617647059,181,0.6,181,0.591549296,181,0.348484848,208,0.38,208,0.388888889,208,Zoe,Orianna,Malzahar,Taric,Katarina,Ziggs
98,9.22.1,Sejuani,113,Sejuani,TRUE,,TRUE,,,,Fury of the North,"Sejuani is the brutal, unforgiving Iceborn warmother of the Winter's Claw, one of the most feared tribes of the Freljord. Her people's survival is a constant, desperate battle against the elements, forcing them to raid Noxians, Demacians, and Avarosans...",Tank',Fighter',Mana,5,7,6,4,Sejuani.png,champion3.png,champion,384,0,48,48,560,95,400,40,340,34,4.25,32.1,1.25,150,8.5,1,7,0.7,0,0,66,4,3.5,0.625,Aftershock,1401,SummonerFlash,Overgrowth,3047,SummonerSmite,Triumph,3083,SummonerTeleport,0.471846847,0.020574606,0.004193698,0.024768304,1.826371062,105,54,0.514285714,179,88,0.491620112,281,127,0.451957295,209,92,0.440191388,114,58,0.50877193,0.666666667,19,0.666666667,19,0.653846154,19,0.2,25,0.272727273,25,0.285714286,25,Fiddlesticks,Sona,Orianna,Urgot,Braum,Varus
99,9.22.1,Senna,235,Senna,TRUE,,,,TRUE,TRUE,the Redeemer,"Cursed from childhood to be haunted by the supernatural Black Mist, Senna joined a sacred order known as the Sentinels of Light, and fiercely fought back—only to be killed, her soul imprisoned in a lantern by the cruel wraith Thresh. But refusing to...",Marksman',Mage',Mana,7,2,6,7,Senna.png,champion3.png,champion,432,0,48,48,520,85,350,45,330,28,3.5,30,0.5,600,3.5,0.55,11.5,0.4,0,0,50,0,4,0.625,ManaflowBand,3009,SummonerFlash,SummonAery,3147,SummonerDot,Transcendence,3098,SummonerHeal,0.495897287,0.240013902,0.414365153,0.654379055,1.749183992,1253,634,0.505985634,2481,1249,0.503426038,3091,1543,0.4991912,2207,1062,0.481196194,1327,649,0.489073097,0.642857143,96,0.617021277,96,0.602409639,96,0.381889764,348,0.393939394,348,0.412280702,348,Sona,Taric,Leona,Kled,Ziggs,Kindred
100,9.22.1,Shaco,35,Shaco,TRUE,,TRUE,,,TRUE,the Demon Jester,"Crafted long ago as a plaything for a lonely prince, the enchanted marionette Shaco now delights in murder and mayhem. Corrupted by dark magic and the loss of his beloved charge, the once-kind puppet finds pleasure only in the misery of the poor souls...",Assassin',,Mana,8,4,6,9,Shaco.png,champion3.png,champion,0,48,48,48,587,89,297.2,40,350,30,3.5,32.1,1.25,125,8.5,0.55,7.156,0.45,0,0,63,3,3,0.694,EyeballCollection,3147,SummonerDot,SuddenImpact,3006,SummonerSmite,RelentlessHunter,3020,SummonerFlash,0.530499586,0.083943466,0.387001854,0.47094532,2.329949506,413,197,0.476997579,700,350,0.5,1049,576,0.549094376,849,467,0.550058893,612,332,0.54248366,0.68627451,82,0.685185185,82,0.68,82,0.376470588,113,0.388888889,113,0.4,113,Quinn,Cassiopeia,Twitch,Kled,AurelionSol,Corki
101,9.22.1,Shen,98,Shen,TRUE,TRUE,,,,TRUE,the Eye of Twilight,"Among the secretive, Ionian warriors known as the Kinkou, Shen serves as their leader, the Eye of Twilight. He longs to remain free from the confusion of emotion, prejudice, and ego, and walks the unseen path of dispassionate judgment between the spirit...",Tank',,Energy,3,9,3,4,Shen.png,champion3.png,champion,48,48,48,48,540,85,400,0,340,34,3,32.1,1.25,125,8.5,0.75,50,0,0,0,60,3,3,0.751,GraspOfTheUndying,3068,SummonerFlash,ShieldBash,3047,SummonerTeleport,BonePlating,1054,SummonerDot,0.493077742,0.043512512,0.003359592,0.046872104,1.775173512,227,115,0.50660793,432,223,0.516203704,540,263,0.487037037,414,180,0.434782609,265,145,0.547169811,0.761904762,39,0.733333333,39,0.714285714,39,0.24,53,0.340909091,53,0.344827586,53,Braum,Taliyah,Chogath,Cassiopeia,MasterYi,Viktor
102,9.22.1,Shyvana,102,Shyvana,FALSE,,TRUE,,,,the Half-Dragon,"Shyvana is a creature with the magic of a rune shard burning within her heart. Though she often appears humanoid, she can take her true form as a fearsome dragon, incinerating her foes with fiery breath. Having saved the life of the crown prince Jarvan...",Fighter',Tank',Fury,8,6,3,4,Shyvana.png,champion3.png,champion,96,48,48,48,595,95,100,0,350,38,3.35,32.1,1.25,125,8.5,0.8,0,0,0,0,66,3.4,2.5,0.658,DarkHarvest,3020,SummonerSmite,RavenousHunter,1402,SummonerFlash,EyeballCollection,3115,SummonerDot,0.502329916,0.024860982,0.003869323,0.028730306,2.198100912,119,59,0.495798319,257,127,0.494163424,304,142,0.467105263,232,123,0.530172414,161,88,0.546583851,0.733333333,30,0.722222222,30,0.714285714,30,0.25,26,0.25,26,0.290322581,26,Sona,Illaoi,Rengar,Rumble,Swain,Katarina
103,9.22.1,Singed,27,Singed,TRUE,TRUE,,,,,the Mad Chemist,"Singed is a Zaunite alchemist of unmatched intellect, who has devoted his life to pushing the boundaries of knowledge—with no price, even his own sanity, too high to pay. Is there a method to his madness? His concoctions rarely fail, but it appears to...",Tank',Fighter',Mana,4,8,7,5,Singed.png,champion3.png,champion,144,48,48,48,610,85,330,45,345,37,3.5,32.1,1.25,125,9.5,0.55,7.5,0.55,0,0,63,3.375,1.9,0.613,RavenousHunter,3116,SummonerFlash,Triumph,3151,SummonerHaste,Conqueror,1082,SummonerTeleport,0.498869631,0.030746061,0.003776645,0.034522706,1.716030138,163,77,0.472392638,274,121,0.441605839,401,198,0.493765586,295,164,0.555932203,194,102,0.525773196,0.724137931,40,0.724137931,40,0.714285714,40,0.176470588,40,0.260869565,40,0.307692308,40,Sivir,Sona,Galio,RekSai,Heimerdinger,Anivia
104,9.22.1,Sion,14,Sion,TRUE,TRUE,,,,,The Undead Juggernaut,"A war hero from a bygone era, Sion was revered in Noxus for choking the life out of a Demacian king with his bare hands—but, denied oblivion, he was resurrected to serve his empire even in death. His indiscriminate slaughter claimed all who stood in his...",Tank',Fighter',Mana,5,9,3,5,Sion.png,champion3.png,champion,192,48,48,48,545,73,330,42,345,32,3,32.1,1.25,175,7.5,0.8,8,0.6,0,0,68,4,1.3,0.679,Overgrowth,3047,SummonerFlash,Demolish,3068,SummonerTeleport,GraspOfTheUndying,2033,SummonerDot,0.497560976,0.02849861,0.001621872,0.030120482,1.699446387,127,57,0.448818898,289,171,0.591695502,361,190,0.526315789,278,121,0.435251799,175,73,0.417142857,0.7,33,0.698113208,33,0.6875,33,0.333333333,42,0.35483871,42,0.363636364,42,Fiora,Draven,XinZhao,Anivia,Lulu,Pyke
105,9.22.1,Sivir,15,Sivir,FALSE,,,,TRUE,,the Battle Mistress,"Sivir is a renowned fortune hunter and mercenary captain who plies her trade in the deserts of Shurima. Armed with her legendary jeweled crossblade, she has fought and won countless battles for those who can afford her exorbitant price. Known for her...",Marksman',,Mana,9,3,1,4,Sivir.png,champion3.png,champion,240,48,48,48,532,88,284,50,335,26,3.25,30,0.5,500,3.25,0.55,8,0.9,0,0,61,3,1.6,0.625,CoupDeGrace,3006,SummonerFlash,Triumph,3508,SummonerHeal,LethalTempo,3031,SummonerTeleport,0.510822511,0.042817424,0.00755329,0.050370714,2.110438896,216,120,0.555555556,446,225,0.504484305,561,287,0.511586453,382,201,0.52617801,243,111,0.456790123,0.785714286,53,0.727272727,53,0.724137931,53,0.321428571,49,0.357142857,49,0.361111111,49,Poppy,Ziggs,Singed,Rumble,Zilean,Bard
106,9.22.1,Skarner,72,Skarner,TRUE,,TRUE,,,,the Crystal Vanguard,"Skarner is an immense crystalline scorpion from a hidden valley in Shurima. Part of the ancient Brackern race, Skarner and his kin are known for their great wisdom and deep connection to the land, as their souls are fused with powerful life crystals...",Fighter',Tank',Mana,7,6,5,5,Skarner.png,champion3.png,champion,288,48,48,48,601.28,90,320,40,335,38,3.8,32.1,1.25,125,9,0.85,7.206,0.45,0,0,65,4.5,2.1,0.625,CheapShot,3111,SummonerFlash,Predator,1401,SummonerSmite,Waterwalking,1400,SummonerTeleport,0.497058824,0.007877665,0.000949954,0.008827618,1.982878884,48,18,0.375,71,34,0.478873239,108,64,0.592592593,77,36,0.467532468,36,17,0.472222222,0.7,11,0.692307692,11,0.666666667,11,0.2,11,0.307692308,11,0.347826087,11,Garen,Ahri,MissFortune,Janna,Talon,Blitzcrank
107,9.22.1,Sona,37,Sona,TRUE,,,,,TRUE,Maven of the Strings,"Sona is Demacia's foremost virtuoso of the stringed etwahl, speaking only through her graceful chords and vibrant arias. This genteel manner has endeared her to the highborn, though others suspect her spellbinding melodies to actually emanate magic—a...",Support',Mage',Mana,5,2,8,4,Sona.png,champion3.png,champion,336,48,48,48,482.36,77,340.6,45,325,28,3.3,30,0.5,550,5.5,0.55,11.5,0.4,0,0,49,3,2.3,0.644,ManaflowBand,3504,SummonerFlash,SummonAery,3098,SummonerDot,Transcendence,3020,SummonerExhaust,0.520029133,0.031811863,0.001552363,0.033364226,1.461568273,173,81,0.468208092,335,155,0.462686567,408,233,0.571078431,282,150,0.531914894,175,95,0.542857143,0.923076923,4,0.826086957,4,0.75,4,0.230769231,32,0.24137931,32,0.307692308,32,Zoe,Rumble,Lissandra,Cassiopeia,Volibear,AurelionSol
108,9.22.1,Soraka,16,Soraka,TRUE,,,,,TRUE,the Starchild,"A wanderer from the celestial dimensions beyond Mount Targon, Soraka gave up her immortality to protect the mortal races from their own more violent instincts. She endeavors to spread the virtues of compassion and mercy to everyone she meets—even...",Support',Mage',Mana,2,5,7,3,Soraka.png,champion3.png,champion,384,48,48,48,529.04,78,350.8,60,325,32,3.8,30,0.5,550,2.5,0.5,11.5,0.4,0,0,50.04,3,2.14,0.625,ManaflowBand,3504,SummonerFlash,SummonAery,3107,SummonerBarrier,Revitalize,3158,SummonerDot,0.521425863,0.061098239,0.011515292,0.072613531,1.225317047,348,174,0.5,642,335,0.521806854,770,422,0.548051948,550,279,0.507272727,327,165,0.504587156,0.727272727,8,0.727272727,8,0.71875,8,0.357142857,85,0.384615385,85,0.41025641,85,Sylas,Taric,Rammus,Kindred,Nunu,MonkeyKing
109,9.22.1,Swain,50,Swain,TRUE,,,,TRUE,TRUE,the Noxian Grand General,"Jericho Swain is the visionary ruler of Noxus, an expansionist nation that reveres only strength. Though he was cast down and crippled in the Ionian wars, his left arm severed, he seized control of the empire with ruthless determination… and a new...",Mage',Fighter',Mana,2,6,9,8,Swain.png,champion3.png,champion,432,48,48,48,525,85,468,28.5,335,22.72,4,30,0.5,525,7,0.65,8,0.8,0,0,58,2.7,2.11,0.625,Electrocute,3020,SummonerFlash,EyeballCollection,3027,SummonerDot,CheapShot,3157,SummonerTeleport,0.507347539,0.063067655,0.025370714,0.088438369,1.818410204,334,161,0.482035928,688,359,0.521802326,760,393,0.517105263,586,288,0.491467577,354,180,0.508474576,0.833333333,34,0.6875,34,0.685714286,34,0.357142857,93,0.37037037,93,0.37254902,93,Sylas,Kalista,Cassiopeia,Sona,MasterYi,Illaoi
110,9.22.1,Sylas,517,Sylas,TRUE,TRUE,TRUE,TRUE,,,the Unshackled,"Raised in one of Demacia's lesser quarters, Sylas of Dregbourne has come to symbolize the darker side of the Great City. As a boy, his ability to root out hidden sorcery caught the attention of the notorious mageseekers, who eventually imprisoned him...",Mage',Assassin',Mana,3,4,8,5,Sylas.png,champion3.png,champion,0,96,48,48,585,95,280,50,340,32,3,39,1.25,175,9,0.9,7,0.8,0,0,61,3,3.5,0.645,Triumph,3152,SummonerFlash,Conqueror,3020,SummonerDot,LegendTenacity,3285,SummonerTeleport,0.446784922,0.020898981,0.011492122,0.032391103,1.920593368,116,52,0.448275862,206,84,0.40776699,282,132,0.468085106,193,89,0.461139896,105,46,0.438095238,0.833333333,26,0.727272727,26,0.7,26,0.166666667,30,0.181818182,30,0.217391304,30,Swain,Soraka,Ahri,Viktor,Quinn,Hecarim
111,9.22.1,Syndra,134,Syndra,TRUE,,,TRUE,,,the Dark Sovereign,"Syndra is a fearsome Ionian mage with incredible power at her command. As a child, she disturbed the village elders with her reckless and wild magic. She was sent away to be taught greater control, but eventually discovered her supposed mentor was...",Mage',Support',Mana,2,3,9,8,Syndra.png,champion3.png,champion,48,96,48,48,523,90,480,40,330,24.712,3.4,30,0.5,550,6.5,0.6,8,0.8,0,0,53.872,2.9,2,0.625,Electrocute,3020,SummonerFlash,EyeballCollection,3285,SummonerDot,ManaflowBand,1056,SummonerTeleport,0.48434553,0.061422614,0.022891566,0.08431418,2.135125698,311,165,0.530546624,599,300,0.500834725,776,382,0.492268041,569,263,0.462214411,396,174,0.439393939,0.769230769,73,0.727272727,73,0.636363636,73,0.333333333,72,0.333333333,72,0.352941176,72,Kassadin,Kalista,Taliyah,AurelionSol,Xerath,Zed
112,9.22.1,TahmKench,223,Tahm Kench,TRUE,,,,,TRUE,the River King,"Known by many names throughout history, the demon Tahm Kench travels the waterways of Runeterra, feeding his insatiable appetite with the misery of others. Though he may appear singularly charming and proud, he swaggers through the physical realm like a...",Support',Tank',Mana,3,9,6,5,TahmKench.png,champion3.png,champion,96,96,48,48,600,100,325,40,335,47,3.5,32.1,1.25,175,6.5,0.55,8,1,0,0,56,3.2,2.5,0.658,Overgrowth,3401,SummonerFlash,BonePlating,3009,SummonerDot,Demolish,3047,SummonerTeleport,0.438016529,0.008410565,0.003846154,0.012256719,1.571211353,45,25,0.555555556,85,33,0.388235294,120,50,0.416666667,70,31,0.442857143,43,20,0.465116279,0.666666667,7,0.636363636,7,0.6,7,0.083333333,16,0.181818182,16,0.2,16,Nami,Elise,Warwick,Graves,Vi,Talon
113,9.22.1,Taliyah,163,Taliyah,TRUE,,TRUE,TRUE,,,the Stoneweaver,"Taliyah is a nomadic mage from Shurima, torn between teenage wonder and adult responsibility. She has crossed nearly all of Valoran on a journey to learn the true nature of her growing powers, though more recently she has returned to protect her tribe...",Mage',Support',Mana,1,7,8,5,Taliyah.png,champion3.png,champion,144,96,48,48,532,90,425,30,335,20,3.5,30,0.5,525,7,0.7,9.335,0.85,0,0,58,3.3,1.36,0.625,EyeballCollection,3020,SummonerFlash,RavenousHunter,3165,SummonerSmite,CheapShot,1402,SummonerDot,0.505021521,0.016149212,0.000834106,0.016983318,2.232024477,77,43,0.558441558,167,96,0.574850299,190,90,0.473684211,177,89,0.502824859,86,34,0.395348837,0.75,19,0.733333333,19,0.727272727,19,0.083333333,21,0.1875,21,0.266666667,21,Velkoz,Shen,Katarina,Zilean,Brand,Xerath
114,9.22.1,Talon,91,Talon,FALSE,,,TRUE,,,the Blade's Shadow,"Talon is the knife in the darkness, a merciless killer able to strike without warning and escape before any alarm is raised. He carved out a dangerous reputation on the brutal streets of Noxus, where he was forced to fight, kill, and steal to survive...",Assassin',,Mana,9,3,1,7,Talon.png,champion3.png,champion,192,96,48,48,588,95,377.2,37,335,30,3.5,39,1.25,125,8.5,0.75,7.6,0.8,0,0,68,3.1,2.9,0.625,Electrocute,3147,SummonerFlash,EyeballCollection,3117,SummonerDot,SuddenImpact,3142,SummonerTeleport,0.511111111,0.057344764,0.060912882,0.118257646,2.337997433,303,152,0.501650165,522,278,0.53256705,750,378,0.504,549,269,0.489981785,351,188,0.535612536,0.658536585,64,0.657894737,64,0.645454545,64,0.333333333,69,0.357142857,69,0.375,69,Varus,Veigar,Vladimir,AurelionSol,Sona,Warwick
115,9.22.1,Taric,44,Taric,TRUE,,,,,TRUE,the Shield of Valoran,"Taric is the Aspect of the Protector, wielding incredible power as Runeterra's guardian of life, love, and beauty. Shamed by a dereliction of duty and exiled from his homeland Demacia, Taric ascended Mount Targon to find redemption, only to discover a...",Support',Fighter',Mana,4,8,5,3,Taric.png,champion3.png,champion,240,96,48,48,575,90,300,60,340,40,3.4,32.1,1.25,150,6,0.5,8.5,0.8,0,0,55,3.5,2,0.625,Revitalize,3401,SummonerFlash,Guardian,3109,SummonerDot,FontOfLife,3050,SummonerExhaust,0.564760793,0.019856348,0.00641798,0.026274328,1.333254438,117,67,0.572649573,235,133,0.565957447,255,141,0.552941176,160,90,0.5625,90,53,0.588888889,1,8,0.9,8,0.846153846,8,0.25,22,0.3,22,0.3,22,Lulu,Pyke,Nami,Udyr,Gangplank,Sivir
