,Unnamed: 0,version,id,key,name,title,blurb,Tag1,Tag2,partype,info.attack,info.defense,info.magic,info.difficulty,image.full,image.sprite,image.group,image.x,image.y,image.w,image.h,stats.hp,stats.hpperlevel,stats.mp,stats.mpperlevel,stats.movespeed,stats.armor,stats.armorperlevel,stats.spellblock,stats.spellblockperlevel,stats.attackrange,stats.hpregen,stats.hpregenperlevel,stats.mpregen,stats.mpregenperlevel,stats.crit,stats.critperlevel,stats.attackdamage,stats.attackdamageperlevel,stats.attackspeedperlevel,stats.attackspeed,Runes0,Items0,Spells0,Runes1,Items1,Spells1,Runes2,Items2,Spells2,Allies0,Allies1,Allies2,Counters0,Counters1,Counters2
135,135,9.22.1,Xerath,101,Xerath,the Magus Ascendant,"Xerath is an Ascended Magus of ancient Shurima, a being of arcane energy writhing in the broken shards of a magical sarcophagus. For millennia, he was trapped beneath the desert sands, but the rise of Shurima freed him from his ancient prison. Driven...",'Mage',,Mana,1,3,10,8,Xerath.png,champion4.png,champion,240,48,48,48,526.0,92,459.0,22.0,340,21.88,3.5,30.0,0.5,525,5.5,0.55,8.0,0.8,0,0,54.7,3.0,1.36,0.625,8226,3020,4,8229,3285,21,8237,1056,14,Caitlyn,Kaisa,Ashe,Caitlyn,Senna,Thresh
136,136,9.22.1,XinZhao,5,Xin Zhao,the Seneschal of Demacia,"Xin Zhao is a resolute warrior loyal to the ruling Lightshield dynasty. Once condemned to the fighting pits of Noxus, he survived countless gladiatorial bouts, but after being freed by Demacian forces, he swore his life and allegiance to these brave...",'Fighter', 'Assassin',Mana,8,6,3,2,XinZhao.png,champion4.png,champion,288,48,48,48,570.0,92,273.8,35.0,345,35.0,3.5,32.1,1.25,175,8.0,0.7,7.256,0.45,0,0,66.0,3.0,3.5,0.645,9111,1412,4,8143,3078,11,9923,3111,14,Nautilus,Kaisa,Ashe,MissFortune,Kaisa,Nocturne
137,137,9.22.1,Yasuo,157,Yasuo,the Unforgiven,"An Ionian of deep resolve, Yasuo is an agile swordsman who wields the air itself against his enemies. As a proud young man, he was falsely accused of murdering his master—unable to prove his innocence, he was forced to slay his own brother in self...",'Fighter', 'Assassin',Flow,8,4,4,10,Yasuo.png,champion4.png,champion,336,48,48,48,523.0,87,100.0,0.0,345,30.0,3.4,30.0,1.25,175,6.5,0.9,0.0,0.0,0,0,60.0,3.2,2.5,0.6970000000000001,9111,3006,4,8014,3031,14,9104,3087,12,Kaisa,Senna,Ekko,Kaisa,Senna,Caitlyn
138,138,9.22.1,Yorick,83,Yorick,Shepherd of Souls,"The last survivor of a long-forgotten religious order, Yorick is both blessed and cursed with power over the dead. Trapped on the Shadow Isles, his only companions are the rotting corpses and shrieking spirits that he gathers to him. Yorick's monstrous...",'Fighter', 'Tank',Mana,6,6,4,6,Yorick.png,champion4.png,champion,384,48,48,48,580.0,100,300.0,40.0,340,39.0,4.0,32.0,1.25,175,8.0,0.8,7.5,0.75,0,0,62.0,5.0,2.0,0.625,9111,3078,4,8451,2033,12,8446,3111,14,Caitlyn,Kaisa,Ashe,Caitlyn,Senna,Kaisa
139,139,9.22.1,Yuumi,350,Yuumi,the Magical Cat,"A magical cat from Bandle City, Yuumi was once the familiar of a yordle enchantress, Norra. When her master mysteriously disappeared, Yuumi became the Keeper of Norra's sentient Book of Thresholds, traveling through portals in its pages to search for...",'Support', 'Mage',Mana,5,1,8,2,Yuumi.png,champion4.png,champion,432,48,48,48,480.0,70,400.0,45.0,330,25.0,3.0,25.0,0.3,500,7.0,0.55,10.0,0.4,0,0,55.0,3.1,1.0,0.625,8226,3174,14,8237,3098,3,8214,3504,7,Ashe,Qiyana,Garen,Ashe,Akali,Qiyana
140,140,9.22.1,Zac,154,Zac,the Secret Weapon,"Zac is the product of a toxic spill that ran through a chemtech seam and pooled in an isolated cavern deep in Zaun's Sump. Despite such humble origins, Zac has grown from primordial ooze into a thinking being who dwells in the city's pipes, occasionally...",'Tank', 'Fighter',None,3,7,7,8,Zac.png,champion4.png,champion,0,96,48,48,615.0,95,0.0,0.0,340,33.0,3.5,32.0,1.25,175,8.0,0.5,0.0,0.0,0,0,60.0,3.4,1.6,0.736,8439,1401,4,8429,3065,11,8453,3083,14,Kaisa,Yasuo,Caitlyn,Kaisa,Caitlyn,Senna
141,141,9.22.1,Zed,238,Zed,the Master of Shadows,"Utterly ruthless and without mercy, Zed is the leader of the Order of Shadow, an organization he created with the intent of militarizing Ionia's magical and martial traditions to drive out Noxian invaders. During the war, desperation led him to unlock...",'Assassin',,Energy,9,2,1,7,Zed.png,champion4.png,champion,48,96,48,48,584.0,85,200.0,0.0,345,32.0,3.5,32.1,1.25,125,7.0,0.65,50.0,0.0,0,0,63.0,3.4,3.3,0.6509999999999999,8112,3147,4,8138,3142,14,8143,3111,12,Senna,Ashe,Kaisa,Kaisa,Senna,Yasuo
142,142,9.22.1,Ziggs,115,Ziggs,the Hexplosives Expert,"With a love of big bombs and short fuses, the yordle Ziggs is an explosive force of nature. As an inventor's assistant in Piltover, he was bored by his predictable life and befriended a mad, blue-haired bomber named Jinx. After a wild night on the town...",'Mage',,Mana,2,4,9,4,Ziggs.png,champion4.png,champion,96,96,48,48,536.0,92,480.0,23.5,325,21.544,3.3,30.0,0.5,550,6.5,0.6,8.0,0.8,0,0,54.208,3.1,2.0,0.6559999999999999,8226,3020,4,8229,3285,12,8210,1056,21,Caitlyn,Ashe,Kaisa,Caitlyn,Kaisa,Lux
143,143,9.22.1,Zilean,26,Zilean,the Chronokeeper,"Once a powerful Icathian mage, Zilean became obsessed with the passage of time after witnessing his homeland's destruction by the Void. Unable to spare even a minute to grieve the catastrophic loss, he called upon ancient temporal magic to divine all...",'Support', 'Mage',Mana,2,5,8,6,Zilean.png,champion4.png,champion,144,96,48,48,504.0,82,452.0,30.0,335,24.0,3.8,30.0,0.5,550,5.5,0.5,11.335,0.8,0,0,51.64,3.0,2.13,0.625,8226,3020,4,8210,3098,14,8347,3092,3,Kaisa,Caitlyn,Ezreal,Kaisa,Caitlyn,Ezreal
144,144,9.22.1,Zoe,142,Zoe,the Aspect of Twilight,"As the embodiment of mischief, imagination, and change, Zoe acts as the cosmic messenger of Targon, heralding major events that reshape worlds. Her mere presence warps the arcane mathematics governing realities, sometimes causing cataclysms without...",'Mage', 'Support',Mana,1,7,8,5,Zoe.png,champion4.png,champion,192,96,48,48,560.0,92,425.0,25.0,340,20.8,3.5,30.0,0.5,550,6.5,0.6,8.0,0.65,0,0,58.0,3.3,2.5,0.625,8138,3020,4,8135,3285,14,8112,1056,21,Ashe,Senna,Morgana,Ashe,Senna,Akali
145,145,9.22.1,Zyra,143,Zyra,Rise of the Thorns,"Born in an ancient, sorcerous catastrophe, Zyra is the wrath of nature given form—an alluring hybrid of plant and human, kindling new life with every step. She views the many mortals of Valoran as little more than prey for her seeded progeny, and thinks...",'Mage', 'Support',Mana,4,3,8,7,Zyra.png,champion4.png,champion,240,96,48,48,504.0,79,418.0,25.0,340,29.0,3.0,30.0,0.5,575,5.5,0.5,13.0,0.4,0,0,53.37600000000001,3.2,2.11,0.625,8226,3020,4,8237,3151,14,8229,3098,3,Ekko,Caitlyn,Yasuo,Ekko,Yasuo,Jinx
