version,id,key,name,HardCCs,Top,Jungle,Mid,ADC,Support,title,blurb,Tag1,Tag2,partype,info.attack,info.defense,info.magic,info.difficulty,image.full,image.sprite,image.group,image.x,image.y,image.w,image.h,stats.hp,stats.hpperlevel,stats.mp,stats.mpperlevel,stats.movespeed,stats.armor,stats.armorperlevel,stats.spellblock,stats.spellblockperlevel,stats.attackrange,stats.hpregen,stats.hpregenperlevel,stats.mpregen,stats.mpregenperlevel,stats.crit,stats.critperlevel,stats.attackdamage,stats.attackdamageperlevel,stats.attackspeedperlevel,stats.attackspeed,duration0-20_total,duration0-20_wins,duration0-20_winrate,duration20-25_total,duration20-25_wins,duration20-25_winrate,duration25-30_total,duration25-30_wins,duration25-30_winrate,duration30-35_total,duration30-35_wins,duration30-35_winrate,duration30+_total,duration30+_wins,duration30+_winrate
9.22.1,Xayah,498,Xayah,TRUE,,,,TRUE,,the Rebel,"Deadly and precise, Xayah is a vastayan revolutionary waging a personal war to save her people. She uses her speed, guile, and razor-sharp feather blades to cut down anyone who stands in her way. Xayah fights alongside her partner and lover, Rakan, to...",Marksman',,Mana,10,6,1,5,Xayah.png,champion4.png,champion,192,48,48,48,561,86,340,40,325,25,3,30,0.5,525,3.25,0.75,8.25,0.75,0,0,60,2.9,3.3,0.625,726,366,0.5041322314049587,1414,630,0.44554455445544555,1722,829,0.4814169570267131,1146,552,0.4816753926701571,798,393,0.4924812030075188
9.22.1,Xerath,101,Xerath,TRUE,,,TRUE,,TRUE,the Magus Ascendant,"Xerath is an Ascended Magus of ancient Shurima, a being of arcane energy writhing in the broken shards of a magical sarcophagus. For millennia, he was trapped beneath the desert sands, but the rise of Shurima freed him from his ancient prison. Driven...",Mage',,Mana,1,3,10,8,Xerath.png,champion4.png,champion,240,48,48,48,526,92,459,22,340,21.88,3.5,30,0.5,525,5.5,0.55,8,0.8,0,0,54.7,3,1.36,0.625,278,168,0.60431654676259,489,255,0.5214723926380368,602,301,0.5,517,244,0.47195357833655704,365,173,0.473972602739726
9.22.1,XinZhao,5,Xin Zhao,TRUE,,TRUE,,,,the Seneschal of Demacia,"Xin Zhao is a resolute warrior loyal to the ruling Lightshield dynasty. Once condemned to the fighting pits of Noxus, he survived countless gladiatorial bouts, but after being freed by Demacian forces, he swore his life and allegiance to these brave...",Fighter',Assassin',Mana,8,6,3,2,XinZhao.png,champion4.png,champion,288,48,48,48,570,92,273.8,35,345,35,3.5,32.1,1.25,175,8,0.7,7.256,0.45,0,0,66,3,3.5,0.645,232,121,0.521551724137931,392,197,0.5025510204081632,515,258,0.5009708737864078,358,170,0.4748603351955307,222,105,0.47297297297297297
9.22.1,Yasuo,157,Yasuo,TRUE,TRUE,,TRUE,TRUE,,the Unforgiven,"An Ionian of deep resolve, Yasuo is an agile swordsman who wields the air itself against his enemies. As a proud young man, he was falsely accused of murdering his master—unable to prove his innocence, he was forced to slay his own brother in self...",Fighter',Assassin',Flow,8,4,4,10,Yasuo.png,champion4.png,champion,336,48,48,48,523,87,100,0,345,30,3.4,30,1.25,175,6.5,0.9,0,0,0,0,60,3.2,2.5,0.697,1043,544,0.5215723873441994,2101,1040,0.49500237981913375,2529,1243,0.4914986160537762,1801,877,0.4869516935036091,1064,546,0.5131578947368421
9.22.1,Yorick,83,Yorick,FALSE,TRUE,,,,,Shepherd of Souls,"The last survivor of a long-forgotten religious order, Yorick is both blessed and cursed with power over the dead. Trapped on the Shadow Isles, his only companions are the rotting corpses and shrieking spirits that he gathers to him. Yorick's monstrous...",Fighter',Tank',Mana,6,6,4,6,Yorick.png,champion4.png,champion,384,48,48,48,580,100,300,40,340,39,4,32,1.25,175,8,0.8,7.5,0.75,0,0,62,5,2,0.625,125,58,0.464,264,129,0.48863636363636365,313,158,0.5047923322683706,181,87,0.48066298342541436,116,61,0.5258620689655172
9.22.1,Yuumi,350,Yuumi,TRUE,,,,,TRUE,the Magical Cat,"A magical cat from Bandle City, Yuumi was once the familiar of a yordle enchantress, Norra. When her master mysteriously disappeared, Yuumi became the Keeper of Norra's sentient Book of Thresholds, traveling through portals in its pages to search for...",Support',Mage',Mana,5,1,8,2,Yuumi.png,champion4.png,champion,432,48,48,48,480,70,400,45,330,25,3,25,0.3,500,7,0.55,10,0.4,0,0,55,3.1,1,0.625,288,103,0.3576388888888889,485,170,0.35051546391752575,592,246,0.4155405405405405,391,194,0.4961636828644501,222,107,0.481981981981982
9.22.1,Zac,154,Zac,TRUE,,TRUE,,,,the Secret Weapon,"Zac is the product of a toxic spill that ran through a chemtech seam and pooled in an isolated cavern deep in Zaun's Sump. Despite such humble origins, Zac has grown from primordial ooze into a thinking being who dwells in the city's pipes, occasionally...",Tank',Fighter',None,3,7,7,8,Zac.png,champion4.png,champion,0,96,48,48,615,95,0,0,340,33,3.5,32,1.25,175,8,0.5,0,0,0,0,60,3.4,1.6,0.736,276,151,0.5471014492753623,548,297,0.541970802919708,708,377,0.5324858757062146,475,233,0.4905263157894737,294,147,0.5
9.22.1,Zed,238,Zed,FALSE,,,TRUE,,,the Master of Shadows,"Utterly ruthless and without mercy, Zed is the leader of the Order of Shadow, an organization he created with the intent of militarizing Ionia's magical and martial traditions to drive out Noxian invaders. During the war, desperation led him to unlock...",Assassin',,Energy,9,2,1,7,Zed.png,champion4.png,champion,48,96,48,48,584,85,200,0,345,32,3.5,32.1,1.25,125,7,0.65,50,0,0,0,63,3.4,3.3,0.651,455,239,0.5252747252747253,868,440,0.5069124423963134,1190,612,0.5142857142857142,907,456,0.5027563395810364,637,363,0.5698587127158555
9.22.1,Ziggs,115,Ziggs,TRUE,,,TRUE,,,the Hexplosives Expert,"With a love of big bombs and short fuses, the yordle Ziggs is an explosive force of nature. As an inventor's assistant in Piltover, he was bored by his predictable life and befriended a mad, blue-haired bomber named Jinx. After a wild night on the town...",Mage',,Mana,2,4,9,4,Ziggs.png,champion4.png,champion,96,96,48,48,536,92,480,23.5,325,21.544,3.3,30,0.5,550,6.5,0.6,8,0.8,0,0,54.208,3.1,2,0.656,86,51,0.5930232558139535,142,74,0.5211267605633803,202,105,0.5198019801980198,142,71,0.5,117,62,0.5299145299145299
9.22.1,Zilean,26,Zilean,TRUE,,,TRUE,,TRUE,the Chronokeeper,"Once a powerful Icathian mage, Zilean became obsessed with the passage of time after witnessing his homeland's destruction by the Void. Unable to spare even a minute to grieve the catastrophic loss, he called upon ancient temporal magic to divine all...",Support',Mage',Mana,2,5,8,6,Zilean.png,champion4.png,champion,144,96,48,48,504,82,452,30,335,24,3.8,30,0.5,550,5.5,0.5,11.335,0.8,0,0,51.64,3,2.13,0.625,173,81,0.4682080924855491,324,154,0.47530864197530864,371,194,0.522911051212938,303,157,0.5181518151815182,227,123,0.5418502202643172
9.22.1,Zoe,142,Zoe,TRUE,,,TRUE,,,the Aspect of Twilight,"As the embodiment of mischief, imagination, and change, Zoe acts as the cosmic messenger of Targon, heralding major events that reshape worlds. Her mere presence warps the arcane mathematics governing realities, sometimes causing cataclysms without...",Mage',Support',Mana,1,7,8,5,Zoe.png,champion4.png,champion,192,96,48,48,560,92,425,25,340,20.8,3.5,30,0.5,550,6.5,0.6,8,0.65,0,0,58,3.3,2.5,0.625,166,85,0.5120481927710844,298,167,0.5604026845637584,405,196,0.4839506172839506,239,112,0.4686192468619247,167,67,0.40119760479041916
9.22.1,Zyra,143,Zyra,TRUE,,,,,TRUE,Rise of the Thorns,"Born in an ancient, sorcerous catastrophe, Zyra is the wrath of nature given form—an alluring hybrid of plant and human, kindling new life with every step. She views the many mortals of Valoran as little more than prey for her seeded progeny, and thinks...",Mage',Support',Mana,4,3,8,7,Zyra.png,champion4.png,champion,240,96,48,48,504,79,418,25,340,29,3,30,0.5,575,5.5,0.5,13,0.4,0,0,53.376,3.2,2.11,0.625,274,155,0.5656934306569343,508,276,0.5433070866141733,706,368,0.5212464589235127,577,278,0.48180242634315423,423,215,0.508274231678487
